student_id,age,gender,academic_level,country,avg_daily_usage_hours,most_used_platform,affects_academic_performance,sleep_hours_per_night,mental_health_score,relationship_status,conflicts_over_social_media,addicted_score,weekly_usage_hours,addiction_level
232,22,Male,Graduate,Germany,4.0,Instagram,No,7.9,8,Single,1,4,28.0,Medium
233,19,Female,Undergraduate,Japan,3.5,LINE,No,8.0,8,Single,1,3,24.5,Low
234,21,Male,Graduate,Italy,5.7,TikTok,Yes,6.5,5,In Relationship,3,8,39.9,High
235,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.8,6,Single,3,6,35.0,Medium
236,22,Male,Graduate,Russia,4.5,VKontakte,No,7.4,7,In Relationship,2,5,31.5,Medium
237,19,Female,Undergraduate,USA,6.8,Instagram,Yes,5.9,4,Single,4,9,47.6,High
238,21,Male,Graduate,UK,5.6,Facebook,Yes,6.6,6,In Relationship,3,7,39.199999999999996,High
239,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5,32.199999999999996,Medium
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,In Relationship,2,4,28.699999999999996,Medium
241,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Single,1,3,25.900000000000002,Low
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,37.800000000000004,High
243,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6,35.699999999999996,Medium
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5,32.9,Medium
245,19,Female,Undergraduate,USA,6.9,TikTok,Yes,5.7,4,In Relationship,4,9,48.300000000000004,High
246,21,Male,Graduate,UK,5.7,Instagram,Yes,6.4,6,Single,3,7,39.9,High
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5,33.6,Medium
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4,27.3,Medium
249,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,25.2,Low
250,21,Male,Graduate,Italy,5.6,TikTok,Yes,6.6,5,In Relationship,3,8,39.199999999999996,High
251,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Single,3,6,34.300000000000004,Medium
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,In Relationship,2,5,32.199999999999996,Medium
253,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,46.9,High
254,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,37.800000000000004,High
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5,30.800000000000004,Medium
256,22,Male,Graduate,Germany,4.0,Facebook,No,7.6,8,In Relationship,2,4,28.0,Medium
257,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Single,1,3,23.8,Low
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7,37.1,High
259,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.7,6,In Relationship,3,6,35.0,Medium
260,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,Single,2,5,30.800000000000004,Medium
261,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.6,4,In Relationship,4,9,46.199999999999996,High
262,21,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6,Single,3,7,37.1,High
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5,30.099999999999998,Medium
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4,26.599999999999998,Medium
265,19,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8,Single,1,3,23.099999999999998,Low
266,21,Male,Graduate,Italy,5.2,TikTok,Yes,6.9,5,In Relationship,3,8,36.4,High
267,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7.0,6,Single,3,6,33.6,Medium
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,In Relationship,2,5,30.099999999999998,Medium
269,19,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4,Single,4,9,44.800000000000004,High
270,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,36.4,High
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5,31.5,Medium
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,25.900000000000002,Medium
273,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Single,1,3,22.400000000000002,Low
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,37.800000000000004,High
275,20,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6,In Relationship,3,6,32.9,Medium
276,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,Single,2,5,29.400000000000002,Medium
277,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,4,In Relationship,4,9,46.199999999999996,High
278,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Single,3,7,35.699999999999996,High
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5,30.800000000000004,Medium
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4,25.2,Medium
281,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1,3,21.7,Low
282,21,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5,In Relationship,3,8,37.1,High
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6,32.199999999999996,Medium
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,In Relationship,2,5,28.699999999999996,Medium
285,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9,46.9,High
286,21,Male,Graduate,UK,5.0,Facebook,Yes,6.6,6,In Relationship,3,7,35.0,High
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5,30.099999999999998,Medium
288,22,Male,Graduate,Germany,3.5,Facebook,No,8.0,8,In Relationship,1,4,24.5,Medium
289,19,Female,Undergraduate,Japan,3.0,LINE,No,8.6,8,Single,1,3,21.0,Low
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7,36.4,High
291,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6,31.5,Medium
292,22,Male,Graduate,Russia,4.0,VKontakte,No,8.0,7,Single,2,5,28.0,Medium
293,19,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4,In Relationship,4,9,47.6,High
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3,7,34.300000000000004,High
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,29.400000000000002,Medium
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,23.8,Medium
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3,20.3,Low
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5,In Relationship,3,8,35.699999999999996,High
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3,6,30.800000000000004,Medium
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5,27.3,Medium
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4,9,48.300000000000004,High
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,33.6,High
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,28.699999999999996,Medium
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,23.099999999999998,Medium
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3,19.599999999999998,Low
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3,7,35.0,High
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6,30.099999999999998,Medium
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5,26.599999999999998,Medium
309,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4,In Relationship,4,9,49.0,High
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7,32.9,High
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2,5,28.0,Medium
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,22.400000000000002,Medium
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3,18.900000000000002,Low
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3,8,34.300000000000004,High
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,29.400000000000002,Medium
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5,25.900000000000002,Medium
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.0,4,Single,4,9,49.699999999999996,High
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,32.199999999999996,High
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,27.3,Medium
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,21.7,Medium
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,36.4,High
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,28.699999999999996,Medium
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,6,35.0,Medium
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,40.6,High
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,4,28.0,Medium
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,38.5,High
327,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4,9,47.6,High
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7,39.199999999999996,High
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,31.5,Medium
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,37.1,High
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,7,35.699999999999996,High
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,27.3,Medium
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,33.6,Medium
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,41.300000000000004,High
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,4,26.599999999999998,Medium
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3,7,37.800000000000004,High
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,48.300000000000004,High
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7,39.9,High
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,30.800000000000004,Medium
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3,7,36.4,High
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,7,35.0,High
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,4,26.599999999999998,Medium
343,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3,6,32.9,Medium
344,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,8,42.0,High
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,25.900000000000002,Medium
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,37.1,High
347,20,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5,In Relationship,4,9,49.0,High
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,40.6,High
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,30.099999999999998,Medium
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,35.699999999999996,High
351,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6,Single,3,7,34.300000000000004,High
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4,25.900000000000002,Medium
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,32.199999999999996,Medium
354,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,8,42.699999999999996,High
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4,25.2,Medium
356,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7.0,6,Single,3,7,36.4,High
357,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,49.699999999999996,High
358,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7,41.300000000000004,High
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5,29.400000000000002,Medium
360,22,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6,Single,3,7,35.0,High
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,33.6,High
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,4,25.2,Medium
363,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Single,3,6,31.5,Medium
364,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,In Relationship,4,8,43.4,High
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,24.5,Medium
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7,35.699999999999996,High
367,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4,9,50.4,High
368,22,Male,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6,Single,3,7,42.0,High
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,28.699999999999996,Medium
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,7,34.300000000000004,High
371,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Single,3,7,32.9,High
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,4,24.5,Medium
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,30.800000000000004,Medium
374,21,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5,In Relationship,4,8,44.1,High
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,4,23.8,Medium
376,22,Male,Graduate,Turkey,5.0,TikTok,Yes,7.2,6,Single,3,7,35.0,High
377,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5.0,5,In Relationship,4,9,51.1,High
378,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,7,42.699999999999996,High
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,5,28.0,Medium
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3,7,33.6,High
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7,32.199999999999996,High
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,4,23.8,Medium
383,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Single,3,6,30.099999999999998,Medium
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,8,44.800000000000004,High
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4,23.099999999999998,Medium
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,34.300000000000004,High
387,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4,9,51.800000000000004,High
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6,Single,3,7,43.4,High
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5,27.3,Medium
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7,32.9,High
391,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Single,3,7,31.5,High
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,23.099999999999998,Medium
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6,29.400000000000002,Medium
394,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,8,45.5,High
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4,22.400000000000002,Medium
396,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Single,3,7,33.6,High
397,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,52.5,High
398,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3,7,44.1,High
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5,26.599999999999998,Medium
400,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Single,3,7,32.199999999999996,High
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,30.800000000000004,High
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,22.400000000000002,Medium
403,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3,6,28.699999999999996,Medium
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,8,46.199999999999996,High
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,21.7,Medium
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,7,32.9,High
407,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4,9,53.199999999999996,High
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,7,44.800000000000004,High
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,5,25.900000000000002,Medium
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,31.5,High
411,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3,7,30.099999999999998,High
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,4,21.7,Medium
413,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3,6,28.0,Medium
414,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8,46.9,High
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,4,21.0,Medium
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3,7,32.199999999999996,High
417,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4,9,53.9,High
418,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3,7,45.5,High
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,25.2,Medium
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3,7,30.800000000000004,High
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,7,29.400000000000002,High
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,4,21.0,Medium
423,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7,Single,3,6,27.3,Medium
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,8,47.6,High
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4,20.3,Medium
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7,31.5,High
427,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,In Relationship,4,9,54.6,High
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3,7,46.199999999999996,High
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,5,24.5,Medium
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7,30.099999999999998,High
431,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Single,3,7,28.699999999999996,High
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4,20.3,Medium
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,6,26.599999999999998,Medium
434,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,8,48.300000000000004,High
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2,4,19.599999999999998,Medium
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3,7,30.800000000000004,High
437,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,55.300000000000004,High
438,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3,7,46.9,High
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5,23.8,Medium
440,22,Male,Graduate,Canada,4.2,TikTok,Yes,8.0,6,Single,3,7,29.400000000000002,High
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,7,28.0,High
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,4,19.599999999999998,Medium
443,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3,6,25.900000000000002,Medium
444,22,Male,Graduate,India,7.0,WhatsApp,Yes,5.3,5,In Relationship,4,8,49.0,High
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,4,18.900000000000002,Medium
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,30.099999999999998,High
447,20,Female,Undergraduate,USA,8.0,TikTok,Yes,4.3,5,In Relationship,4,9,56.0,High
448,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,7,47.6,High
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5,23.099999999999998,Medium
450,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7,28.699999999999996,High
451,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6,Single,3,7,27.3,High
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2,4,18.900000000000002,Medium
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,6,25.2,Medium
454,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,In Relationship,4,8,49.699999999999996,High
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4,18.2,Medium
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6,Single,3,7,29.400000000000002,High
457,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,9,56.699999999999996,High
458,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Single,3,7,48.300000000000004,High
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,22.400000000000002,Medium
460,22,Male,Graduate,Canada,4.0,TikTok,Yes,8.2,6,Single,3,7,28.0,High
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7,26.599999999999998,High
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4,18.2,Medium
463,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Single,3,6,24.5,Medium
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4,8,50.4,High
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,4,17.5,Medium
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7,28.699999999999996,High
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,9,57.39999999999999,High
